Country Name,Year,Adjusted savings: education expenditure (% of GNI),Adjusted savings: education expenditure (current US$),"Adolescent fertility rate (births per 1,000 women ages 15-19)","Compulsory education, duration (years)","Fertility rate, total (births per woman)","Intentional homicides (per 100,000 people)","Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)","Mortality rate, infant (per 1,000 live births)","Mortality rate, infant, female (per 1,000 live births)","Mortality rate, infant, male (per 1,000 live births)","Mortality rate, neonatal (per 1,000 live births)","Mortality rate, under-5 (per 1,000 live births)","Mortality rate, under-5, female (per 1,000 live births)","Mortality rate, under-5, male (per 1,000 live births)",Number of deaths ages 10-14 years,Number of deaths ages 15-19 years,Number of deaths ages 20-24 years,Number of deaths ages 5-9 years,Number of infant deaths,Number of neonatal deaths,Number of under-five deaths,"Primary education, duration (years)","Primary education, pupils",Public and publicly guaranteed debt service (% of GNI),"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)","Secondary education, duration (years)",Sex ratio at birth (male births per female births),Total debt service (% of GNI)
Mexico,2005.0,4.85,41669106786.0,72.534,11.0,2.495,9.408928343,76.986,71.782,74.376,19.4,17.3,21.4,9.7,22.8,20.5,25.0,3649.0,7410.0,9715.0,3108.0,44804.0,22527.0,52808.0,6.0,14700005.0,2.56920823,9.661351882,6.0,1.038,4.033599434
Mexico,2006.0,4.69,45042655306.0,71.176,11.0,2.456,9.778570392,76.981,71.697,74.331,18.7,16.7,20.6,9.3,22.0,19.8,24.1,3640.0,7610.0,9952.0,3081.0,42972.0,21427.0,50563.0,6.0,14595195.0,3.862271198,13.89291743,6.0,1.039,5.435681762
Mexico,2007.0,4.69,48541090980.0,72.318,11.0,2.421,8.187217538,76.956,71.54,74.238,18.1,16.1,19.9,9.2,21.2,19.1,23.2,3626.0,8014.0,10464.0,3064.0,41297.0,20962.0,48532.0,6.0,14631498.0,1.979922256,7.051353037,6.0,1.039,3.506385616
Mexico,2008.0,4.78,52309084845.0,74.09,11.0,2.391,12.76935344,76.952,71.376,74.152,17.5,15.6,19.3,9.1,20.5,18.4,22.5,3604.0,8571.0,11207.0,3042.0,39808.0,20806.0,46711.0,6.0,14699146.0,1.923612949,6.775065059,6.0,1.039,3.541994913
Mexico,2009.0,5.09,45042908314.0,75.355,11.0,2.364,17.83259965,76.993,71.273,74.119,16.9,15.2,18.6,9.1,19.8,17.8,21.7,3572.0,9184.0,12090.0,3000.0,38438.0,20638.0,45031.0,6.0,14861232.0,1.925742763,6.970188466,6.0,1.039,3.537764571
Mexico,2010.0,5.01,52365560903.0,75.329,11.0,2.34,22.88851912,77.117,71.295,74.19,16.4,14.7,18.0,9.0,19.2,17.3,21.0,3533.0,9642.0,12880.0,2936.0,37124.0,20346.0,43426.0,6.0,14906476.0,1.811142384,5.988535875,6.0,1.039,2.903843205
Mexico,2011.0,5.04,58551883209.0,76.46,11.0,2.317,23.83958417,77.311,71.451,74.365,15.9,14.3,17.4,8.8,18.5,16.7,20.2,3499.0,9704.0,13271.0,2853.0,35959.0,20026.0,41991.0,6.0,14934663.0,1.627349648,5.13285208,6.0,1.039,3.421707421
Mexico,2012.0,5.015967979,59082344446.0,76.744,14.0,2.294,22.43254813,77.535,71.651,74.574,15.4,13.8,16.9,8.6,17.9,16.2,19.6,3453.0,9243.0,13003.0,2760.0,34878.0,19577.0,40662.0,6.0,14956982.0,3.028770052,9.169677759,6.0,1.039,5.663254581
Mexico,2013.0,4.624411011,57220904638.0,76.355,14.0,2.269,19.66311298,77.706,71.814,74.739,14.9,13.3,16.4,8.4,17.3,15.6,19.0,3391.0,8640.0,12527.0,2662.0,33741.0,19123.0,39291.0,6.0,14837204.0,1.742955982,5.362347692,6.0,1.039,3.050453341
Mexico,2014.0,5.158290702,66183884582.0,72.893,14.0,2.211,16.84969093,77.782,71.859,74.797,14.4,12.9,15.9,8.3,16.8,15.1,18.4,3327.0,8237.0,12264.0,2576.0,32308.0,18470.0,37651.0,6.0,14627368.0,1.447241293,4.387166988,6.0,1.039,3.520671927
Mexico,2015.0,5.203838931,59407164319.0,67.585,14.0,2.137,17.2800814,77.692,71.723,74.682,14.0,12.5,15.3,8.3,16.2,14.7,17.7,3260.0,8105.0,12314.0,2502.0,30520.0,17874.0,35666.0,6.0,14397928.0,2.213464468,6.21622086,6.0,1.039,4.427261092
Mexico,2016.0,4.875254382,51169849046.0,64.845,14.0,2.086,20.20997147,77.486,71.398,74.412,13.5,12.1,14.9,8.4,15.7,14.2,17.2,3199.0,8224.0,12658.0,2443.0,28822.0,17714.0,33746.0,6.0,14297027.0,3.765965624,9.794572497,6.0,1.039,7.249054363
Mexico,2017.0,4.526593883,51097236315.0,63.587,14.0,2.041,26.11461568,77.303,71.044,74.138,13.1,11.7,14.4,8.5,15.2,13.7,16.6,3161.0,8554.0,13303.0,2398.0,27393.0,17797.0,32076.0,6.0,14182288.0,3.131847734,7.926365616,6.0,1.039,5.643069764
Mexico,2018.0,4.279382587,50896791584.0,61.293,14.0,1.996,29.58137063,77.286,70.829,74.015,12.7,11.3,13.9,8.7,14.7,13.3,16.1,3133.0,8919.0,13998.0,2360.0,26036.0,17695.0,30475.0,6.0,14061377.0,2.528935702,6.130641421,6.0,1.039,4.794107915
Mexico,2019.0,4.279382587,52722500529.0,58.391,14.0,1.916,29.30879721,77.574,70.931,74.202,12.2,11.0,13.4,8.6,14.2,12.8,15.5,3118.0,9167.0,14524.0,2326.0,24463.0,16896.0,28661.0,6.0,14012770.0,3.3341686,8.132845096,6.0,1.039,5.453379079
Mexico,2020.0,4.279382587,45139872762.0,57.865,14.0,1.905,29.18531406,74.314,66.334,70.133,11.8,10.6,13.0,8.4,13.7,12.4,15.0,3127.0,9279.0,14827.0,2301.0,23187.0,16411.0,27154.0,6.0,13902903.0,3.86767799,9.220996788,6.0,1.039,6.600313924
Mexico,2021.0,4.279382587,53035474843.0,54.369,14.0,1.822,28.17565299,74.864,66.056,70.213,11.4,10.3,12.5,8.1,13.3,12.0,14.5,3150.0,9208.0,14841.0,2279.0,21925.0,15232.0,25676.0,6.0,13716407.0,4.06618544,9.499585347,6.0,1.039,6.178753981
Mexico,2022.0,,,53.693,14.0,1.803,,78.161,71.547,74.832,11.0,9.9,12.1,7.8,12.8,11.6,14.0,3177.0,8969.0,14559.0,2256.0,20663.0,14572.0,24213.0,6.0,13502103.0,1.715376856,3.779152721,6.0,1.039,3.475985634
Mexico,2023.0,,,,14.0,,,,,,,,,,,,,,,,,,,,6.0,,,,6.0,,
Nicaragua,2000.0,2.76904165,135836141.4,113.855,6.0,3.111,9.291027278,70.189,64.282,67.234,31.2,27.6,34.6,16.5,38.3,34.1,42.2,364.0,767.0,977.0,448.0,4429.0,2345.0,5465.0,6.0,838437.0,3.053184888,15.2231021,5.0,1.032,5.897484832
Nicaragua,2001.0,2.514520825,127809235.5,112.328,6.0,3.019,10.34131341,70.163,64.284,67.215,29.7,26.3,33.0,16.0,36.2,32.3,40.0,369.0,751.0,961.0,424.0,4178.0,2246.0,5123.0,6.0,868070.0,2.453698413,13.26439503,5.0,1.032,6.649906217
Nicaragua,2002.0,2.26,113413874.2,110.433,6.0,2.941,10.5343111,70.137,64.256,67.18,28.3,25.0,31.5,15.2,34.4,30.5,38.0,374.0,735.0,944.0,398.0,3955.0,2131.0,4817.0,6.0,923391.0,2.059182003,11.3098481,5.0,1.032,3.132492693
Nicaragua,2003.0,2.49,127593931.7,108.971,6.0,2.874,11.92922419,70.179,64.3,67.217,27.0,23.8,30.0,14.6,32.6,29.0,36.1,376.0,720.0,927.0,374.0,3747.0,2032.0,4542.0,6.0,927217.0,2.411759603,12.12160722,5.0,1.033,3.787298343
Nicaragua,2004.0,2.72,152414335.2,106.659,6.0,2.816,11.99356209,70.4,64.498,67.423,25.8,22.7,28.7,14.2,31.0,27.5,34.4,378.0,706.0,910.0,351.0,3559.0,1958.0,4293.0,6.0,941957.0,1.183341999,5.368832434,5.0,1.033,2.358087538
Nicaragua,2005.0,2.95,182054388.9,104.654,6.0,2.767,13.36467524,70.937,64.985,67.936,24.7,21.7,27.4,13.8,29.5,26.1,32.8,378.0,693.0,894.0,329.0,3391.0,1901.0,4071.0,6.0,945089.0,1.746952944,7.519044957,5.0,1.033,2.820570579
Nicaragua,2006.0,3.18,208219093.0,102.927,7.0,2.725,13.05650292,71.753,65.73,68.725,23.6,20.7,26.3,13.5,28.1,24.8,31.2,379.0,686.0,885.0,309.0,3243.0,1866.0,3876.0,6.0,966206.0,1.495120529,4.542585746,5.0,1.033,2.566581975
Nicaragua,2007.0,3.41,246468436.0,101.112,7.0,2.689,12.73305253,72.591,66.54,69.559,22.6,19.8,25.2,13.2,26.9,23.7,29.8,378.0,681.0,878.0,292.0,3119.0,1837.0,3709.0,6.0,952964.0,3.373557327,9.74027662,5.0,1.033,5.541306511
Nicaragua,2008.0,3.64,301309976.5,99.373,7.0,2.657,12.9401042,73.674,67.492,70.586,21.6,19.0,24.2,13.0,25.7,22.6,28.5,372.0,674.0,872.0,277.0,3006.0,1811.0,3559.0,6.0,944341.0,1.104848472,3.076238039,5.0,1.034,5.193949207
Nicaragua,2009.0,3.87,311487794.4,98.368,7.0,2.628,13.89794214,74.545,68.296,71.433,20.8,18.2,23.2,12.7,24.6,21.6,27.3,363.0,666.0,869.0,263.0,2903.0,1791.0,3426.0,6.0,,1.236056573,3.497538298,5.0,1.034,5.821440733
Nicaragua,2010.0,4.1,349091979.5,97.947,7.0,2.601,13.40566472,75.128,68.854,72.009,20.0,17.5,22.3,12.5,23.5,20.7,26.2,353.0,656.0,866.0,251.0,2806.0,1771.0,3301.0,6.0,923745.0,1.049362709,2.507277912,5.0,1.034,6.745360465
Nicaragua,2011.0,4.1,389729921.3,96.792,7.0,2.575,12.4189048,75.528,69.263,72.416,19.2,16.8,21.4,12.3,22.6,19.9,25.1,343.0,646.0,864.0,240.0,2717.0,1752.0,3187.0,6.0,924188.0,1.08090433,2.322270265,5.0,1.035,7.681571189
Nicaragua,2012.0,4.1,414764501.2,96.372,7.0,2.55,11.15973898,75.707,69.484,72.615,18.5,16.2,20.6,12.1,21.7,19.1,24.1,335.0,632.0,861.0,232.0,2627.0,1731.0,3077.0,6.0,902790.0,0.908571307,1.829069499,5.0,1.035,21.16246432
Nicaragua,2013.0,4.1,428399979.7,95.083,7.0,2.526,9.706867314,75.763,69.612,72.704,17.8,15.6,19.8,11.9,20.8,18.4,23.2,324.0,618.0,858.0,223.0,2539.0,1702.0,2970.0,6.0,880601.0,0.935797513,1.950042775,5.0,1.035,21.69566641
Nicaragua,2014.0,4.1,468733896.9,94.226,7.0,2.503,8.455909799,75.822,69.77,72.812,17.1,15.1,19.1,11.6,20.1,17.7,22.3,317.0,604.0,852.0,215.0,2454.0,1663.0,2867.0,6.0,875753.0,1.040132542,2.20594196,5.0,1.035,25.84780171
Nicaragua,2015.0,4.1,502975939.2,93.552,7.0,2.48,8.319311694,75.925,70.005,72.983,16.5,14.5,18.4,11.2,19.3,17.0,21.5,308.0,589.0,844.0,208.0,2371.0,1611.0,2768.0,6.0,853615.0,1.082002467,2.577264979,5.0,1.035,12.80712366
Nicaragua,2016.0,4.1,518727267.3,91.879,7.0,2.455,7.090050687,76.122,70.344,73.256,16.0,14.0,17.8,10.8,18.6,16.4,20.7,299.0,573.0,834.0,203.0,2290.0,1556.0,2671.0,6.0,887739.0,1.290665562,3.124943502,5.0,1.035,14.75047196
Nicaragua,2017.0,4.1,536042565.7,90.951,7.0,2.43,6.650689068,76.367,70.686,73.554,15.4,13.6,17.2,10.5,18.0,15.9,20.0,292.0,560.0,821.0,196.0,2210.0,1505.0,2577.0,6.0,902565.0,1.570528898,3.5458805,5.0,1.035,20.18464707
Nicaragua,2018.0,4.1,507294629.3,89.65,7.0,2.404,10.37699138,76.681,70.964,73.85,14.9,13.1,16.6,10.3,17.4,15.4,19.3,285.0,547.0,805.0,191.0,2131.0,1470.0,2483.0,6.0,887207.0,1.849110485,4.048828044,5.0,1.035,17.58437886
Nicaragua,2019.0,4.1,497339653.7,88.623,7.0,2.377,7.728179373,77.001,71.066,74.054,14.4,12.7,16.1,10.2,16.8,14.9,18.7,278.0,535.0,789.0,185.0,2054.0,1456.0,2392.0,6.0,883822.0,2.41476149,5.086427897,5.0,1.035,14.52531759
Nicaragua,2020.0,4.1,482191574.5,87.361,7.0,2.349,,75.012,68.648,71.795,14.0,12.3,15.6,10.2,16.3,14.4,18.1,275.0,524.0,773.0,180.0,1977.0,1445.0,2303.0,6.0,881470.0,2.924384448,6.450396247,5.0,1.035,15.08968364
Nicaragua,2021.0,4.1,537687205.8,85.648,7.0,2.321,11.00643161,76.803,70.836,73.837,13.5,11.9,15.1,10.0,15.7,13.9,17.5,271.0,514.0,757.0,175.0,1902.0,1412.0,2215.0,6.0,879590.0,2.78506045,5.561316327,5.0,1.035,13.87606136
Nicaragua,2022.0,,,83.964,7.0,2.284,,77.556,71.613,74.615,13.1,11.5,14.6,9.6,15.2,13.5,16.9,266.0,505.0,742.0,170.0,1826.0,1342.0,2127.0,6.0,872148.0,2.947902078,5.356674285,5.0,1.035,16.57105201
Nicaragua,2023.0,,,,7.0,,,,,,,,,,,,,,,,,,,,6.0,880080.0,,,5.0,,
Panama,2000.0,4.643765067,545359822.2,93.293,11.0,2.744,9.960917557,77.062,71.101,74.001,21.6,19.5,23.6,14.4,25.6,23.1,27.9,123.0,245.0,343.0,133.0,1516.0,1013.0,1791.0,6.0,400408.0,6.401521632,8.013273137,6.0,1.053,7.57206598
Panama,2001.0,4.42,526506572.3,93.653,11.0,2.72,9.996654714,77.418,71.559,74.414,21.0,19.0,22.9,13.9,24.8,22.4,27.1,123.0,243.0,338.0,130.0,1483.0,990.0,1749.0,6.0,408249.0,8.199723682,10.44701839,6.0,1.053,9.616612842
Panama,2002.0,3.383534706,430453637.2,90.625,11.0,2.698,12.04745737,77.778,72.007,74.824,20.3,18.4,22.2,13.5,24.0,21.7,26.2,121.0,243.0,336.0,129.0,1446.0,964.0,1702.0,6.0,419904.0,10.90923148,16.27851419,6.0,1.053,13.09128122
Panama,2003.0,3.302945588,425593826.9,90.533,11.0,2.679,10.59212826,78.141,72.424,75.218,19.7,17.8,21.5,13.0,23.2,21.0,25.3,121.0,245.0,340.0,127.0,1410.0,938.0,1656.0,6.0,419903.0,5.916375489,9.093357412,6.0,1.052,7.306358951
Panama,2004.0,3.222356471,450903751.2,92.801,11.0,2.691,9.49646827,78.466,72.749,75.544,19.1,17.2,20.8,12.5,22.4,20.3,24.4,121.0,251.0,348.0,126.0,1384.0,923.0,1620.0,6.0,429837.0,7.580533741,11.02024538,6.0,1.052,9.898422574
Panama,2005.0,3.141767353,477784078.5,90.582,11.0,2.665,11.01072396,78.785,72.999,75.829,18.4,16.7,20.1,12.1,21.6,19.6,23.5,121.0,260.0,363.0,126.0,1353.0,895.0,1582.0,6.0,430152.0,11.06483329,14.48092812,6.0,1.051,13.37096706
Panama,2006.0,3.061178235,515522811.4,88.585,11.0,2.636,6.56064058,79.041,73.118,76.012,17.8,16.1,19.4,11.7,20.9,18.9,22.8,121.0,276.0,385.0,125.0,1313.0,866.0,1534.0,6.0,436945.0,13.51314234,16.44793368,6.0,1.051,17.86341339
Panama,2007.0,2.980589118,597360258.3,89.135,11.0,2.63,8.13028505,79.273,73.179,76.154,17.2,15.6,18.8,11.3,20.2,18.3,22.0,123.0,298.0,415.0,125.0,1278.0,846.0,1493.0,6.0,446176.0,3.847558994,4.516129846,6.0,1.05,4.2230034
Panama,2008.0,2.9,685814869.4,91.341,11.0,2.631,14.10474965,79.433,73.172,76.225,16.7,15.1,18.2,11.0,19.5,17.7,21.3,124.0,322.0,446.0,124.0,1254.0,830.0,1462.0,6.0,445107.0,6.497512392,7.153019188,6.0,1.049,7.910940969
Panama,2009.0,2.866666667,735834220.5,92.85,11.0,2.613,15.78943302,79.615,73.233,76.343,16.2,14.7,17.7,10.7,19.0,17.2,20.7,127.0,340.0,470.0,126.0,1230.0,811.0,1432.0,6.0,440627.0,3.18604696,4.017541592,6.0,1.049,4.645342911
Panama,2010.0,2.833333333,768654648.7,91.622,11.0,2.604,12.69449659,79.733,73.325,76.448,15.8,14.4,17.2,10.4,18.5,16.8,20.1,128.0,351.0,483.0,126.0,1206.0,796.0,1403.0,6.0,439746.0,3.097078229,3.775867198,6.0,1.05,4.990285218
Panama,2011.0,2.8,917622280.4,93.352,11.0,2.627,14.88339712,79.871,73.537,76.627,15.5,14.0,16.8,10.1,18.0,16.4,19.6,130.0,353.0,485.0,125.0,1195.0,793.0,1389.0,6.0,439698.0,3.696370792,4.130704954,6.0,1.05,4.794328888
Panama,2012.0,2.8,1055360163.0,93.25,11.0,2.636,16.9646714,79.991,73.787,76.819,15.2,13.8,16.5,10.0,17.7,16.1,19.2,130.0,349.0,477.0,125.0,1194.0,789.0,1385.0,6.0,437277.0,4.282354548,4.919778271,6.0,1.052,5.247747058
Panama,2013.0,2.8,1195392632.0,92.149,11.0,2.609,17.3489542,80.138,74.067,77.038,15.0,13.6,16.3,9.8,17.5,15.8,19.0,130.0,337.0,462.0,123.0,1186.0,779.0,1376.0,6.0,435973.0,3.357309329,4.430398247,6.0,1.054,4.640934076
Panama,2014.0,2.8,1275886203.0,90.182,11.0,2.59,15.53181354,80.299,74.317,77.248,14.9,13.5,16.1,9.7,17.3,15.7,18.8,129.0,321.0,443.0,120.0,1176.0,774.0,1366.0,6.0,426637.0,1.986439728,2.99709693,6.0,1.056,4.874900495
Panama,2015.0,2.8,1417942786.0,86.428,11.0,2.564,11.9026605,80.516,74.54,77.468,14.8,13.4,16.0,9.7,17.2,15.6,18.7,128.0,304.0,424.0,118.0,1172.0,769.0,1362.0,6.0,417556.0,2.928333351,5.322703611,6.0,1.058,5.58731612
Panama,2016.0,2.8,1505575246.0,81.589,11.0,2.528,10.05877179,80.736,74.692,77.653,14.7,13.4,15.9,9.6,17.1,15.6,18.6,127.0,289.0,412.0,116.0,1164.0,763.0,1355.0,6.0,408961.0,2.340764508,4.644988542,6.0,1.061,12.34302653
Panama,2017.0,2.8,1634917166.0,78.616,11.0,2.493,9.228373685,80.925,74.791,77.795,14.5,13.3,15.7,9.5,16.9,15.5,18.3,126.0,278.0,406.0,114.0,1147.0,752.0,1336.0,6.0,418852.0,3.101659032,6.181343719,6.0,1.062,7.503681362
Panama,2018.0,2.8,1691346917.0,74.96,11.0,2.441,9.627262872,81.024,74.826,77.863,14.2,13.0,15.3,9.3,16.5,15.1,17.8,126.0,271.0,403.0,112.0,1111.0,726.0,1295.0,6.0,441755.0,2.207097753,4.554980975,6.0,1.061,8.012074952
Panama,2019.0,2.8,1754569600.0,71.789,11.0,2.375,11.34072938,80.954,74.789,77.81,13.6,12.5,14.7,8.9,15.8,14.5,17.1,126.0,266.0,404.0,112.0,1054.0,686.0,1229.0,6.0,421965.0,2.371930612,5.05948152,6.0,1.059,7.408491424
Panama,2020.0,2.8,1463422800.0,70.838,11.0,2.344,11.64307953,80.034,73.472,76.657,12.9,11.9,13.9,8.4,15.0,13.7,16.2,126.0,262.0,405.0,110.0,991.0,649.0,1156.0,6.0,431959.0,5.196050362,13.38973297,6.0,1.057,12.38411384
Panama,2021.0,2.8,1659316400.0,69.912,11.0,2.325,12.73192383,79.594,73.05,76.223,12.2,11.1,13.1,7.9,14.1,12.9,15.3,126.0,257.0,402.0,108.0,933.0,611.0,1086.0,6.0,465799.0,3.207450591,7.142102512,6.0,1.056,23.14312849
Panama,2022.0,,,68.49,11.0,2.297,,80.091,73.726,76.826,11.4,10.5,12.3,7.5,13.3,12.2,14.3,126.0,253.0,398.0,107.0,875.0,571.0,1018.0,6.0,470154.0,2.314846688,4.497007987,6.0,1.055,16.36258497
Panama,2023.0,,,,11.0,,,,,,,,,,,,,,,,,,,,6.0,443447.0,,,6.0,,
